"Girokonto";"DE72 1203 0000 0011 4478 55"
""
"Zeitraum:";"01.07.2025 - 30.06.2026"
"Kontostand vom 30.06.2026:";"3.412,87 €"
""
"Buchungsdatum";"Wertstellung";"Status";"Zahlungspflichtige*r";"Zahlungsempfänger*in";"Verwendungszweck";"Umsatztyp";"IBAN";"Betrag (€)";"Gläubiger-ID";"Mandatsreferenz";"Kundenreferenz";"Kategorie";"Unterkategorie"
"12.11.25";"12.11.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8618670663201 PP.4855.PP . SKILLSHARE, Ihr Einkauf bei SKILLSHARE";"Ausgang";"DE88500700100175526303";"-145,71";"LU96ZZZ0000000000000000058";"5PYM629073992KV";"";"5. education";"online courses"
"16.03.26";"16.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8273763097739 PP.4855.PP . STRATO, Ihr Einkauf bei STRATO";"Ausgang";"DE88500700100175526303";"-40,49";"LU96ZZZ0000000000000000058";"5PYM836660979KV";"";"7. abos";"self-hosting"
"03.03.26";"03.03.26";"Gebucht";"Lukas Mustermann";"GitHub";"GITHUB Abo Kd-Nr. 33644702 03/2026";"Ausgang";"DE63276765964587669494";"-104,13";"DE22G71553474502";"G-33644702";"";"7. abos";"cloud/software"
"31.12.25";"31.12.25";"Gebucht";"Lukas Mustermann";"DERTOUR";"Lastschrift 12/2025 Ref 60158517";"Ausgang";"DE43280634615717320309";"-313,42";"DE22D37618478700";"D-60158517";"";"2. lifestyle&fun";"vacation"
"29.10.25";"29.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"8508143229876 PP.4855.PP . REPLICATE, Ihr Einkauf bei REPLICATE";"Ausgang";"DE88500700100175526303";"-17,83";"LU96ZZZ0000000000000000058";"5PYM632790423KV";"";"7. abos";"AI"
"09.02.26";"09.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6930326452573 PP.4855.PP . PROTON, Ihr Einkauf bei PROTON";"Ausgang";"DE88500700100175526303";"-117,12";"LU96ZZZ0000000000000000058";"5PYM309074063KV";"";"7. abos";"cloud/software"
"01.03.26";"01.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2806479695450 PP.4855.PP . UCI KINOWELT, Ihr Einkauf bei UCI KINOWELT";"Ausgang";"DE88500700100175526303";"-23,18";"LU96ZZZ0000000000000000058";"5PYM090255905KV";"";"2. lifestyle&fun";"cinema"
"23.04.26";"23.04.26";"Gebucht";"Lukas Mustermann";"AXA";"Versicherungsbeitrag Police 1938415 04/2026";"Ausgang";"DE31189230731397298872";"-29,93";"DE22A87713042387";"A-1938415";"";"8. fixed costs";"insurance"
"24.10.25";"24.10.25";"Gebucht";"Lukas Mustermann";"Hornbach.0713/Stuttgart";"HORNBACH SAGT DANKE. 2025-10-24T16:35:10 KFN 0 VJ 2812";"Ausgang";"";"-37,19";"";"";"";"2. lifestyle&fun";"shopping (rest)"
"07.09.25";"07.09.25";"Gebucht";"Lukas Mustermann";"Deutsche Glasfaser";"Rechnung 09/2025 Kd-Nr. 186682";"Ausgang";"DE72634018814977418182";"-20,83";"DE22DG71513194828";"DG-186682";"";"8. fixed costs";"internet"
"10.10.25";"10.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9397490961739 PP.4855.PP . ESPRIT, Ihr Einkauf bei ESPRIT";"Ausgang";"DE88500700100175526303";"-35,47";"LU96ZZZ0000000000000000058";"5PYM970469472KV";"";"2. lifestyle&fun";"shopping (clothes)"
"17.05.26";"17.05.26";"Gebucht";"Lukas Mustermann";"Staatsoper.2408/Karlsruhe";"Kartenzahlung 2026-05-17T10:46:47 KFN 0 VJ 2812";"Ausgang";"";"-109,38";"";"";"";"2. lifestyle&fun";"theatre/opera"
"23.06.26";"23.06.26";"Gebucht";"Lukas Mustermann";"Thüga";"Abschlag 06/2026 Kundennr 82545763";"Ausgang";"DE44782001376835281372";"-86,51";"DE22T42046535217";"T-82545763";"";"8. fixed costs";"gas/heating"
"28.07.25";"28.07.25";"Gebucht";"Lukas Mustermann";"Chaos Computer Club";"CHAOS Abo Kd-Nr. 3558857 07/2025";"Ausgang";"DE28346389161905587530";"-68,98";"DE22CCC29614990941";"CCC-3558857";"";"7. abos";"memberships"
"28.04.26";"28.04.26";"Gebucht";"Lukas Mustermann";"Vodafone";"Rechnung 04/2026 Kd-Nr. 9201337";"Ausgang";"DE04574085074911392823";"-51,31";"DE22V69649382683";"V-9201337";"";"8. fixed costs";"telephone"
"03.06.26";"03.06.26";"Gebucht";"Lukas Mustermann";"Die Welt";"DIE Abo Kd-Nr. 243840927 06/2026";"Ausgang";"DE71573685070518251103";"-14,35";"DE22DW18672075914";"DW-243840927";"";"7. abos";"(e)-papers"
"13.01.26";"13.01.26";"Gebucht";"Lukas Mustermann";"NetCologne";"Rechnung 01/2026 Kd-Nr. 5273839";"Ausgang";"DE68856069456847093195";"-36,65";"DE22N79965912394";"N-5273839";"";"8. fixed costs";"internet"
"01.12.25";"01.12.25";"Gebucht";"Lukas Mustermann";"Immobilien Verwaltung Schulz";"Miete 12/2025 Whg 046485551";"Ausgang";"DE69324057411935391038";"-1.444,17";"DE22IVS91667709521";"IVS-046485551";"";"8. fixed costs";"rent"
"14.04.26";"14.04.26";"Gebucht";"Lukas Mustermann";"NETTO.Marken-Discount/Berlin";"NETTO 2026-04-14T11:34:02 KFN 0 VJ 2812";"Ausgang";"";"-6,86";"";"";"";"1. groceries";"supermarket"
"21.12.25";"21.12.25";"Gebucht";"Lukas Mustermann";"Imkerei.Sommer/Frankfurt";"Kartenzahlung 2025-12-21T19:04:09 KFN 0 VJ 2812";"Ausgang";"";"-18,39";"";"";"";"1. groceries";"farmers market"
"30.12.25";"30.12.25";"Gebucht";"Lukas Mustermann";"Kita.Sonnenschein.4411/Wuppertal";"Kartenzahlung 2025-12-30T10:42:45 KFN 0 VJ 2812";"Ausgang";"";"-88,11";"";"";"";"4. family";"family"
"28.11.25";"28.11.25";"Gebucht";"Lukas Mustermann";"Barmenia";"Versicherungsbeitrag Police 460824 11/2025";"Ausgang";"DE74079434441756661962";"-131,82";"DE22B13239295019";"B-460824";"";"8. fixed costs";"insurance"
"14.09.25";"14.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4665136442493 PP.4855.PP . METROPOLIS KINO, Ihr Einkauf bei METROPOLIS KINO";"Ausgang";"DE88500700100175526303";"-14,49";"LU96ZZZ0000000000000000058";"5PYM631230347KV";"";"2. lifestyle&fun";"cinema"
"07.06.26";"07.06.26";"Gebucht";"Lukas Mustermann";"Uber/Kassel";"Kartenzahlung 2026-06-07T22:06:08 KFN 0 VJ 2812";"Ausgang";"";"-7,86";"";"";"";"3. mobility";"taxi"
"27.03.26";"27.03.26";"Gebucht";"Lukas Mustermann";"VVS Stuttgart";"Lastschrift 03/2026 Ref 375298";"Ausgang";"DE83220125608320048797";"-82,14";"DE22VS88897535852";"VS-375298";"";"3. mobility";"öpnv"
"22.03.26";"22.03.26";"Gebucht";"Lukas Mustermann";"BUND";"BUND Abo Kd-Nr. 98816103 03/2026";"Ausgang";"DE76329403804374126980";"-23,17";"DE22B86551086199";"B-98816103";"";"7. abos";"memberships"
"20.07.25";"20.07.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"7712515890418 PP.4855.PP . DISNEY PLUS, Ihr Einkauf bei DISNEY PLUS";"Ausgang";"DE88500700100175526303";"-11,33";"LU96ZZZ0000000000000000058";"5PYM280516660KV";"";"7. abos";"streaming"
"29.12.25";"29.12.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9004896465280 PP.4855.PP . KINO IM SCHLOSS, Ihr Einkauf bei KINO IM SCHLOSS";"Ausgang";"DE88500700100175526303";"-34,91";"LU96ZZZ0000000000000000058";"5PYM924287572KV";"";"2. lifestyle&fun";"cinema"
"18.04.26";"18.04.26";"Gebucht";"Lukas Mustermann";"Only.0968/Rostock";"ONLY SAGT DANKE. 2026-04-18T13:54:58 KFN 0 VJ 2812";"Ausgang";"";"-143,23";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"08.09.25";"08.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3254601891134 PP.4855.PP . 1PASSWORD, Ihr Einkauf bei 1PASSWORD";"Ausgang";"DE88500700100175526303";"-97,05";"LU96ZZZ0000000000000000058";"5PYM348571339KV";"";"7. abos";"cloud/software"
"08.08.25";"08.08.25";"Gebucht";"Lukas Mustermann";"Lehmanns.Media/Mainz";"LEHMANNS 2025-08-08T10:31:53 KFN 0 VJ 2812";"Ausgang";"";"-33,80";"";"";"";"5. education";"books"
"31.01.26";"31.01.26";"Gebucht";"Lukas Mustermann";"Rose.Bikes.275/Aachen";"ROSE SAGT DANKE. 2026-01-31T18:33:11 KFN 0 VJ 2812";"Ausgang";"";"-943,40";"";"";"";"3. mobility";"bicycle"
"27.11.25";"27.11.25";"Gebucht";"Lukas Mustermann";"Adler.Apotheke/Essen";"ADLER SAGT DANKE. 2025-11-27T07:18:58 KFN 0 VJ 2812";"Ausgang";"";"-80,90";"";"";"";"6. healthcare";"pharmacy"
"19.01.26";"19.01.26";"Gebucht";"Lukas Mustermann";"CinemaxX/Frankfurt";"CINEMAXX 2026-01-19T21:44:25 KFN 0 VJ 2812";"Ausgang";"";"-11,15";"";"";"";"2. lifestyle&fun";"cinema"
"07.02.26";"07.02.26";"Gebucht";"Lukas Mustermann";"Butlers.753/Berlin";"BUTLERS 2026-02-07T19:27:25 KFN 0 VJ 2812";"Ausgang";"";"-97,78";"";"";"";"2. lifestyle&fun";"presents"
"14.09.25";"14.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2546305941567 PP.4855.PP . VULTR, Ihr Einkauf bei VULTR";"Ausgang";"DE88500700100175526303";"-29,12";"LU96ZZZ0000000000000000058";"5PYM117753987KV";"";"7. abos";"self-hosting"
"22.02.26";"22.02.26";"Gebucht";"Lukas Mustermann";"Flying.Tiger/Karlsruhe";"FLYING 2026-02-22T08:57:34 KFN 0 VJ 2812";"Ausgang";"";"-52,65";"";"";"";"2. lifestyle&fun";"presents"
"09.12.25";"09.12.25";"Gebucht";"Lukas Mustermann";"LinkedIn.Learning.492/Lübeck";"Kartenzahlung 2025-12-09T11:53:07 KFN 0 VJ 2812";"Ausgang";"";"-177,55";"";"";"";"5. education";"online courses"
"24.02.26";"24.02.26";"Gebucht";"Lukas Mustermann";"Erdgas Südwest";"Abschlag 02/2026 Kundennr 75848363";"Ausgang";"DE91701389881029578822";"-60,90";"DE22ES33586234223";"ES-75848363";"";"8. fixed costs";"gas/heating"
"13.06.26";"13.06.26";"Gebucht";"Lukas Mustermann";"Sprachschule Berlitz";"SPRACHSCHULE Abo Kd-Nr. 6488215 06/2026";"Ausgang";"DE97738546623236066799";"-12,43";"DE22SB86491259497";"SB-6488215";"";"5. education";"online courses"
"31.07.25";"31.07.25";"Gebucht";"Lukas Mustermann";"Astor.Film.Lounge/Heidelberg";"ASTOR 2025-07-31T18:19:37 KFN 0 VJ 2812";"Ausgang";"";"-11,45";"";"";"";"2. lifestyle&fun";"cinema"
"12.07.25";"12.07.25";"Gebucht";"Lukas Mustermann";"Vattenfall";"Abschlag 07/2025 Kundennr 921510981";"Ausgang";"DE00944300277320656942";"-71,19";"DE22V76380826326";"V-921510981";"";"8. fixed costs";"electricity"
"17.01.26";"17.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3473235494012 PP.4855.PP . WELTBILD GESCHENKE, Ihr Einkauf bei WELTBILD GESCHENKE";"Ausgang";"DE88500700100175526303";"-68,93";"LU96ZZZ0000000000000000058";"5PYM897432512KV";"";"2. lifestyle&fun";"presents"
"14.03.26";"14.03.26";"Gebucht";"Lukas Mustermann";"M-net";"Rechnung 03/2026 Kd-Nr. 727421";"Ausgang";"DE94047891367161684989";"-32,92";"DE22M91263827941";"M-727421";"";"8. fixed costs";"internet"
"15.12.25";"15.12.25";"Gebucht";"Lukas Mustermann";"Theater.am.Markt.866/Lübeck";"THEATER SAGT DANKE. 2025-12-15T10:14:13 KFN 0 VJ 2812";"Ausgang";"";"-54,14";"";"";"";"2. lifestyle&fun";"theatre/opera"
"15.11.25";"15.11.25";"Gebucht";"Lukas Mustermann";"Strato";"STRATO Abo Kd-Nr. 4050810 11/2025";"Ausgang";"DE56358699021311669460";"-4,90";"DE22S21246764281";"S-4050810";"";"7. abos";"self-hosting"
"27.01.26";"27.01.26";"Gebucht";"Lukas Mustermann";"E.ON Gas";"Abschlag 01/2026 Kundennr 350342";"Ausgang";"DE06289580424851168839";"-142,98";"DE22EG21143678587";"EG-350342";"";"8. fixed costs";"gas/heating"
"04.01.26";"04.01.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"3743567027728 PP.4855.PP . ADOBE CREATIVE CLOUD, Ihr Einkauf bei ADOBE CREATIVE CLOUD";"Ausgang";"DE88500700100175526303";"-99,14";"LU96ZZZ0000000000000000058";"5PYM715659695KV";"";"7. abos";"cloud/software"
"04.06.26";"04.06.26";"Gebucht";"Lukas Mustermann";"LIDL/Dresden";"LIDL 75255341//Dresden/DE 2026-06-04T14:55:06 KFN 0 VJ 2812";"Ausgang";"";"-26,28";"";"";"";"1. groceries";"supermarket"
"18.09.25";"18.09.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0972360244654 PP.4855.PP . ERNSTINGS FAMILY, Ihr Einkauf bei ERNSTINGS FAMILY";"Ausgang";"DE88500700100175526303";"-125,43";"LU96ZZZ0000000000000000058";"5PYM677205171KV";"";"4. family";"family"
"25.07.25";"25.07.25";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 07/2025 Beitragsnr 633923";"Ausgang";"DE62593286571192491283";"-52,50";"DE22AZD00623818392";"AZD-633923";"";"8. fixed costs";"rundfunk"
"30.06.26";"30.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0277038430988 PP.4855.PP . BERGZEIT, Ihr Einkauf bei BERGZEIT";"Ausgang";"DE88500700100175526303";"-154,60";"LU96ZZZ0000000000000000058";"5PYM392053021KV";"";"2. lifestyle&fun";"sports"
"21.01.26";"21.01.26";"Gebucht";"Lukas Mustermann";"openHPI";"OPENHPI Abo Kd-Nr. 607626 01/2026";"Ausgang";"DE43850095372346176231";"-68,29";"DE22O33610944164";"O-607626";"";"5. education";"online courses"
"30.05.26";"30.05.26";"Gebucht";"Lukas Mustermann";"Vattenfall Wärme";"Abschlag 05/2026 Kundennr 169008534";"Ausgang";"DE75507481444394469266";"-191,94";"DE22VW26395198138";"VW-169008534";"";"8. fixed costs";"gas/heating"
"29.07.25";"29.07.25";"Gebucht";"Lukas Mustermann";"Ökostrom Greenpeace Energy";"Abschlag 07/2025 Kundennr 850560";"Ausgang";"DE83191260485896549818";"-70,19";"DE22ÖGE44093865471";"ÖGE-850560";"";"8. fixed costs";"electricity"
"30.12.25";"30.12.25";"Gebucht";"Lukas Mustermann";"htp";"Rechnung 12/2025 Kd-Nr. 200088887";"Ausgang";"DE64143772228556931493";"-23,98";"DE22H54881073276";"H-200088887";"";"8. fixed costs";"internet"
"24.11.25";"24.11.25";"Gebucht";"Lukas Mustermann";"Boulderwelt.4679/Aachen";"BOULDERWELT SAGT DANKE. 2025-11-24T22:02:11 KFN 0 VJ 2812";"Ausgang";"";"-140,39";"";"";"";"2. lifestyle&fun";"sports"
"16.03.26";"16.03.26";"Gebucht";"Lukas Mustermann";"Kaufland/Aachen";"KAUFLAND 40052427//Aachen/DE 2026-03-16T08:05:40 KFN 0 VJ 2812";"Ausgang";"";"-49,48";"";"";"";"1. groceries";"supermarket"
"14.10.25";"14.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"4272038862175 PP.4855.PP . FAHRRAD XXL, Ihr Einkauf bei FAHRRAD XXL";"Ausgang";"DE88500700100175526303";"-349,14";"LU96ZZZ0000000000000000058";"5PYM080196304KV";"";"3. mobility";"bicycle"
"25.01.26";"25.01.26";"Gebucht";"Lukas Mustermann";"Injoy";"INJOY Abo Kd-Nr. 873728265 01/2026";"Ausgang";"DE93380419171603330854";"-20,34";"DE22I41843660209";"I-873728265";"";"7. abos";"gym"
"08.07.25";"08.07.25";"Gebucht";"Lukas Mustermann";"Thalia.1096/Freiburg";"THALIA SAGT DANKE. 2025-07-08T17:27:19 KFN 0 VJ 2812";"Ausgang";"";"-37,61";"";"";"";"5. education";"books"
"21.06.26";"21.06.26";"Gebucht";"Lukas Mustermann";"Esprit/Bremen";"ESPRIT 24809624//Bremen/DE 2026-06-21T13:48:59 KFN 0 VJ 2812";"Ausgang";"";"-178,79";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"05.06.26";"05.06.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"9756154705549 PP.4855.PP . TAXI 1122, Ihr Einkauf bei TAXI 1122";"Ausgang";"DE88500700100175526303";"-30,16";"LU96ZZZ0000000000000000058";"5PYM121516411KV";"";"3. mobility";"taxi"
"15.09.25";"15.09.25";"Gebucht";"Lukas Mustermann";"REWE.186/Dresden";"REWE 74964990//Dresden/DE 2025-09-15T14:49:33 KFN 0 VJ 2812";"Ausgang";"";"-78,19";"";"";"";"1. groceries";"supermarket"
"13.11.25";"13.11.25";"Gebucht";"Lukas Mustermann";"Praxis.Dr..Wagner.611/Frankfurt";"PRAXIS 25946574//Frankfurt/DE 2025-11-13T22:50:41 KFN 0 VJ 2812";"Ausgang";"";"-160,39";"";"";"";"6. healthcare";"doctor"
"27.02.26";"27.02.26";"Gebucht";"Lukas Mustermann";"Wohnungsbau Genossenschaft";"Miete 02/2026 Whg 7939226";"Ausgang";"DE89495427629336983240";"-717,34";"DE22WG72819598161";"WG-7939226";"";"8. fixed costs";"rent"
"28.01.26";"28.01.26";"Gebucht";"Lukas Mustermann";"Familienkasse";"Lastschrift 01/2026 Ref 862376008";"Ausgang";"DE84474083781919074992";"-87,65";"DE22F16400698369";"F-862376008";"";"4. family";"family"
"13.03.26";"13.03.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"6094412833372 PP.4855.PP . FLIXTRAIN, Ihr Einkauf bei FLIXTRAIN";"Ausgang";"DE88500700100175526303";"-155,89";"LU96ZZZ0000000000000000058";"5PYM188566695KV";"";"3. mobility";"train tickets"
"28.08.25";"28.08.25";"Gebucht";"Lukas Mustermann";"MVZ Gesundheitszentrum";"Lastschrift 08/2025 Ref 671377188";"Ausgang";"DE62639561266783055737";"-154,01";"DE22MG13887402234";"MG-671377188";"";"6. healthcare";"doctor"
"29.08.25";"29.08.25";"Gebucht";"Lukas Mustermann";"KVG.Kiel/München";"Kartenzahlung 2025-08-29T21:26:29 KFN 0 VJ 2812";"Ausgang";"";"-20,24";"";"";"";"3. mobility";"öpnv"
"14.04.26";"14.04.26";"Gebucht";"Lukas Mustermann";"Metropolis.Kino.352/München";"Kartenzahlung 2026-04-14T16:45:28 KFN 0 VJ 2812";"Ausgang";"";"-9,13";"";"";"";"2. lifestyle&fun";"cinema"
"29.10.25";"29.10.25";"Gebucht";"Lukas Mustermann";"Taxiruf/Mainz";"TAXIRUF 2025-10-29T08:42:58 KFN 0 VJ 2812";"Ausgang";"";"-47,42";"";"";"";"3. mobility";"taxi"
"08.07.25";"08.07.25";"Gebucht";"Lukas Mustermann";"Kieler Nachrichten";"KIELER Abo Kd-Nr. 7857103 07/2025";"Ausgang";"DE63056956250969412352";"-15,86";"DE22KN88899088860";"KN-7857103";"";"7. abos";"(e)-papers"
"24.08.25";"24.08.25";"Gebucht";"Lukas Mustermann";"DataCamp";"DATACAMP Abo Kd-Nr. 3326058 08/2025";"Ausgang";"DE69427674831730662931";"-129,39";"DE22D51817882426";"D-3326058";"";"5. education";"online courses"
"15.04.26";"15.04.26";"Gebucht";"Lukas Mustermann";"Amazon/Kiel";"Kartenzahlung 2026-04-15T22:59:36 KFN 0 VJ 2812";"Ausgang";"";"-100,48";"";"";"";"2. lifestyle&fun";"shopping (rest)"
"26.06.26";"26.06.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 06/2026 Beitragsnr 74296364";"Ausgang";"DE12264725439245396042";"-27,25";"DE22AZD40817442539";"AZD-74296364";"";"8. fixed costs";"rundfunk"
"29.07.25";"29.07.25";"Gebucht";"Lukas Mustermann";"EWE Gas";"Abschlag 07/2025 Kundennr 16166130";"Ausgang";"DE63548539610480880574";"-183,31";"DE22EG98758402493";"EG-16166130";"";"8. fixed costs";"gas/heating"
"31.12.25";"31.12.25";"Gebucht";"Lukas Mustermann";"Lehmanns.Media/Heidelberg";"LEHMANNS SAGT DANKE. 2025-12-31T08:00:17 KFN 0 VJ 2812";"Ausgang";"";"-70,00";"";"";"";"5. education";"books"
"05.09.25";"05.09.25";"Gebucht";"Lukas Mustermann";"Domino's.994/Nürnberg";"DOMINO'S SAGT DANKE. 2025-09-05T09:01:04 KFN 0 VJ 2812";"Ausgang";"";"-26,04";"";"";"";"2. lifestyle&fun";"going out (food&drinks)"
"27.06.26";"27.06.26";"Gebucht";"Lukas Mustermann";"Praxis Dr. Berger";"Lastschrift 06/2026 Ref 286558";"Ausgang";"DE16759238319348918003";"-222,69";"DE22PDB81463429242";"PDB-286558";"";"6. healthcare";"doctor"
"30.08.25";"30.08.25";"Gebucht";"Lukas Mustermann";"mobilcom-debitel";"Rechnung 08/2025 Kd-Nr. 83856016";"Ausgang";"DE68586778953249753930";"-21,88";"DE22M36199932603";"M-83856016";"";"8. fixed costs";"telephone"
"31.05.26";"31.05.26";"Gebucht";"Lukas Mustermann";"Proton";"PROTON Abo Kd-Nr. 99913650 05/2026";"Ausgang";"DE55191939687186717080";"-97,97";"DE22P49293285071";"P-99913650";"";"7. abos";"cloud/software"
"09.10.25";"09.10.25";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"0269089649666 PP.4855.PP . GITHUB COPILOT, Ihr Einkauf bei GITHUB COPILOT";"Ausgang";"DE88500700100175526303";"-31,53";"LU96ZZZ0000000000000000058";"5PYM811822923KV";"";"7. abos";"AI"
"27.04.26";"27.04.26";"Gebucht";"Lukas Mustermann";"Landmetzgerei.Schulz/Köln";"Kartenzahlung 2026-04-27T10:53:31 KFN 0 VJ 2812";"Ausgang";"";"-34,43";"";"";"";"1. groceries";"farmers market"
"23.03.26";"23.03.26";"Gebucht";"Lukas Mustermann";"ADAC";"ADAC Abo Kd-Nr. 8312760 03/2026";"Ausgang";"DE78335948224524881603";"-36,30";"DE22A53417654614";"A-8312760";"";"7. abos";"memberships"
"25.03.26";"25.03.26";"Gebucht";"Lukas Mustermann";"Kino.im.Schloss/Heidelberg";"KINO SAGT DANKE. 2026-03-25T15:31:56 KFN 0 VJ 2812";"Ausgang";"";"-25,93";"";"";"";"2. lifestyle&fun";"cinema"
"20.05.26";"20.05.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"2719367857646 PP.4855.PP . THALIA, Ihr Einkauf bei THALIA";"Ausgang";"DE88500700100175526303";"-25,84";"LU96ZZZ0000000000000000058";"5PYM391381074KV";"";"5. education";"books"
"01.11.25";"01.11.25";"Gebucht";"Lukas Mustermann";"HVV.Hamburg.445/Berlin";"HVV SAGT DANKE. 2025-11-01T11:52:11 KFN 0 VJ 2812";"Ausgang";"";"-49,43";"";"";"";"3. mobility";"öpnv"
"06.10.25";"06.10.25";"Gebucht";"Lukas Mustermann";"VRS/Hannover";"VRS SAGT DANKE. 2025-10-06T10:16:53 KFN 0 VJ 2812";"Ausgang";"";"-73,04";"";"";"";"3. mobility";"öpnv"
"02.05.26";"02.05.26";"Gebucht";"Lukas Mustermann";"RheinEnergie";"Abschlag 05/2026 Kundennr 733521085";"Ausgang";"DE83755826321894510885";"-135,29";"DE22R89981811994";"R-733521085";"";"8. fixed costs";"electricity"
"19.04.26";"19.04.26";"Gebucht";"Lukas Mustermann";"ARD ZDF Deutschlandradio Beitragsservice";"Rundfunkbeitrag 04/2026 Beitragsnr 35184063";"Ausgang";"DE92946513271004991264";"-19,00";"DE22AZD38470981920";"AZD-35184063";"";"8. fixed costs";"rundfunk"
"13.11.25";"13.11.25";"Gebucht";"Lukas Mustermann";"Sky Deutschland";"SKY Abo Kd-Nr. 891199 11/2025";"Ausgang";"DE25692476883410341413";"-12,72";"DE22SD18118140513";"SD-891199";"";"7. abos";"streaming"
"10.02.26";"10.02.26";"Gebucht";"Lukas Mustermann";"Mrs Sporty";"MRS Abo Kd-Nr. 3092587 02/2026";"Ausgang";"DE28946736316330846017";"-42,06";"DE22MS26280336490";"MS-3092587";"";"7. abos";"gym"
"27.02.26";"27.02.26";"Gebucht";"Lukas Mustermann";"PayPal Europe S.a.r.l. et Cie S.C.A";"5588255629657 PP.4855.PP . DB FERNVERKEHR, Ihr Einkauf bei DB FERNVERKEHR";"Ausgang";"DE88500700100175526303";"-91,23";"LU96ZZZ0000000000000000058";"5PYM542786561KV";"";"3. mobility";"train tickets"
"26.05.26";"26.05.26";"Gebucht";"Lukas Mustermann";"Landmetzgerei.Schulz.685/Karlsruhe";"LANDMETZGEREI SAGT DANKE. 2026-05-26T07:23:19 KFN 0 VJ 2812";"Ausgang";"";"-36,46";"";"";"";"1. groceries";"farmers market"
"07.02.26";"07.02.26";"Gebucht";"Lukas Mustermann";"H&M/Mainz";"H&M 00329633//Mainz/DE 2026-02-07T17:12:53 KFN 0 VJ 2812";"Ausgang";"";"-35,59";"";"";"";"2. lifestyle&fun";"shopping (clothes)"
"21.02.26";"21.02.26";"Gebucht";"Lukas Mustermann";"VRS";"Lastschrift 02/2026 Ref 2594232";"Ausgang";"DE89463389156241528572";"-54,24";"DE22V56292693358";"V-2594232";"";"3. mobility";"öpnv"
"22.08.25";"22.08.25";"Gebucht";"Lukas Mustermann";"Douglas.Geschenkset/Mainz";"Kartenzahlung 2025-08-22T09:36:57 KFN 0 VJ 2812";"Ausgang";"";"-94,14";"";"";"";"2. lifestyle&fun";"presents"
"17.08.25";"17.08.25";"Gebucht";"Lukas Mustermann";"Real.3320/Bielefeld";"Kartenzahlung 2025-08-17T08:15:30 KFN 0 VJ 2812";"Ausgang";"";"-78,84";"";"";"";"1. groceries";"supermarket"
"16.12.25";"16.12.25";"Gebucht";"Lukas Mustermann";"Debeka";"Versicherungsbeitrag Police 9333677 12/2025";"Ausgang";"DE05297925384127913253";"-62,86";"DE22D32588840416";"D-9333677";"";"8. fixed costs";"insurance"
"13.01.26";"13.01.26";"Gebucht";"Lukas Mustermann";"winSIM";"Rechnung 01/2026 Kd-Nr. 8267759";"Ausgang";"DE72777198460534657409";"-57,82";"DE22W68348698716";"W-8267759";"";"8. fixed costs";"telephone"
"30.08.25";"30.08.25";"Gebucht";"Lukas Mustermann";"OpenAI";"OPENAI Abo Kd-Nr. 93502767 08/2025";"Ausgang";"DE49064122727653145134";"-15,39";"DE22O17005455834";"O-93502767";"";"7. abos";"AI"
